date,ticker,open,high,low,close,volume
2019-03-13,GAMMA,54.8669,55.4626,54.3328,55.3491,1227320
2019-03-14,ALPHA,112.1949,112.3467,111.8614,111.9707,1894851
2019-03-14,BETA,85.2017,85.3772,84.0297,84.4393,628613
2019-03-14,GAMMA,55.2963,55.407,53.6897,53.9884,1551358
2019-03-15,ALPHA,111.4536,114.0714,111.2435,113.8711,1434954
2019-03-15,BETA,83.936,84.0297,82.9681,83.2985,1338142
2019-03-15,GAMMA,54.1581,54.5764,53.8644,54.226,1675308
2019-03-18,ALPHA,113.0235,113.9715,112.1925,112.2276,1169039
2019-03-18,BETA,83.4977,86.0326,83.4737,85.598,1320525
2019-03-18,GAMMA,54.5099,54.5399,53.83,53.9025,1076641
2019-03-19,ALPHA,111.9426,113.3058,110.9462,112.6987,1298756
2019-03-19,BETA,86.0427,86.1639,83.0605,83.4503,1579696
2019-03-19,GAMMA,53.6977,54.7544,53.4606,54.1056,1286289
2019-03-20,ALPHA,113.068,113.5964,112.9731,113.2025,1604778
2019-03-20,BETA,83.9387,84.1984,83.3076,83.7993,1215749
2019-03-20,GAMMA,54.3502,55.0786,53.4749,53.828,760656
2019-03-21,ALPHA,112.9556,113.337,112.6649,113.078,550278
2019-03-21,BETA,84.0976,84.9737,83.0635,83.7578,1202582
2019-03-21,GAMMA,54.0083,54.3832,53.1374,53.2463,1144803
2019-03-22,ALPHA,113.1712,113.4983,112.8157,113.3177,1311541
2019-03-22,BETA,83.8448,84.2751,82.173,82.9631,695166
2019-03-22,GAMMA,53.8027,54.0798,53.6682,53.787,966245
2019-03-25,ALPHA,113.332,115.7611,113.0371,115.5031,1179073
2019-03-25,BETA,83.4528,83.8279,82.8338,83.1861,1355030
2019-03-25,GAMMA,54.002,54.8513,53.8426,54.5217,994378
2019-03-26,ALPHA,115.4554,115.4865,113.0176,113.9424,1483042
2019-03-26,BETA,83.3517,86.0693,82.8502,84.9652,1232133
2019-03-26,GAMMA,54.389,54.6895,53.9462,53.9953,1130039
2019-03-27,ALPHA,113.6743,115.6238,113.1044,115.284,1293588
2019-03-27,BETA,84.8147,85.4011,84.0394,84.5994,1242401
2019-03-27,GAMMA,53.6268,55.0986,53.4505,54.522,1794213
2019-03-28,ALPHA,114.9924,116.8804,114.7053,115.8611,629181
2019-03-28,BETA,83.9076,85.8876,83.7853,85.8053,992387
2019-03-28,GAMMA,54.4503,55.1413,53.6092,54.7549,1150272
2019-03-29,ALPHA,115.7053,116.6127,115.4682,116.612,1317159
2019-03-29,BETA,85.5542,88.8244,85.1193,88.4627,897877
2019-03-29,GAMMA,55.1117,55.3854,54.9129,54.9272,1092522
2019-04-01,ALPHA,116.1663,116.5612,113.3901,114.043,1770945
2019-04-01,BETA,88.8844,88.964,88.3859,88.6924,1151857
2019-04-01,GAMMA,54.6382,54.8103,54.3723,54.459,1171005
2019-04-02,ALPHA,113.2694,116.7445,112.3143,116.3506,1684080
2019-04-02,BETA,88.7721,90.2114,88.4089,90.0885,1350704
2019-04-02,GAMMA,55.0624,55.2329,54.7594,55.0896,1429448
2019-04-03,ALPHA,115.9124,117.7536,115.584,116.7214,632655
2019-04-03,BETA,89.9375,90.3305,89.7383,90.2523,1595683
2019-04-03,GAMMA,54.8127,55.2457,54.2459,55.0436,1208716
2019-04-04,ALPHA,116.4398,117.2023,116.2015,117.1449,1612048
2019-04-04,BETA,90.5791,90.8654,89.929,90.2021,721054
2019-04-04,GAMMA,55.0305,55.1842,52.6983,52.7201,966914
2019-04-05,ALPHA,117.2676,118.2037,114.938,115.3577,1263194
2019-04-05,BETA,90.6629,90.7852,88.2785,89.372,1054603
2019-04-05,GAMMA,53.1487,53.7786,51.8952,52.2689,1391666
2019-04-08,ALPHA,115.0951,115.9899,115.046,115.6602,916869
2019-04-08,BETA,89.0836,89.9042,88.3692,89.1046,1688757
2019-04-08,GAMMA,52.6349,52.8273,51.6919,52.4079,1014541
2019-04-09,ALPHA,115.9623,118.0349,115.6374,117.9482,964691
2019-04-09,BETA,89.3862,89.6882,88.0432,88.4821,1235776
2019-04-09,GAMMA,52.4555,52.8533,52.4343,52.6597,973903
2019-04-10,ALPHA,117.8912,119.8342,117.7955,119.5924,1384922
2019-04-10,BETA,88.0496,88.6399,88.0413,88.5783,1252422
2019-04-10,GAMMA,52.4755,53.3906,52.0159,53.0595,593475
2019-04-11,ALPHA,119.8939,119.9905,119.0515,119.4877,1401715
2019-04-11,BETA,88.3685,88.4012,87.5263,88.0269,1477963
2019-04-11,GAMMA,52.8576,53.0851,52.2843,53.0102,1129907
2019-04-12,ALPHA,119.1487,119.876,118.7604,119.3822,904653
2019-04-12,BETA,87.9996,88.574,87.8503,88.3887,1192644
2019-04-12,GAMMA,53.1764,53.4375,51.8676,51.9926,1229047
2019-04-15,ALPHA,119.3638,121.3998,118.1667,120.5669,1207266
2019-04-15,BETA,88.6098,89.4627,86.7401,87.718,1382012
2019-04-15,GAMMA,52.1788,52.7978,51.0575,51.1586,1215491
2019-04-16,ALPHA,120.4151,120.455,117.7856,118.5621,1124852
2019-04-16,BETA,88.9362,89.1121,87.1331,87.2691,945005
2019-04-16,GAMMA,51.2268,52.0107,51.132,51.7159,1122345
2019-04-17,ALPHA,118.3823,119.3861,117.9871,118.9838,1736005
2019-04-17,BETA,87.0769,87.7711,87.0335,87.444,1248047
2019-04-17,GAMMA,51.7046,54.3241,51.5363,53.8159,1663083
2019-04-18,ALPHA,118.6579,119.0174,118.1596,118.8224,994593
2019-04-18,BETA,87.4593,88.5159,87.2187,87.5436,941900
2019-04-18,GAMMA,53.9914,54.7022,53.7328,54.4926,1178546
2019-04-19,ALPHA,119.1078,119.8936,118.3743,119.4997,1034855
2019-04-19,BETA,86.9377,87.5237,86.7898,87.3126,1103615
2019-04-19,GAMMA,54.5574,55.6048,54.4954,55.5722,1607978
2019-04-22,ALPHA,119.187,121.2477,118.5597,121.0365,1446712
2019-04-22,BETA,87.0677,87.7746,86.3726,86.7087,824966
2019-04-22,GAMMA,55.3196,56.2976,55.0495,56.0744,935819
2019-04-23,ALPHA,120.5606,121.3869,120.2262,121.0877,922834
2019-04-23,BETA,86.7192,86.905,85.7024,85.7618,1276068
2019-04-23,GAMMA,56.0862,57.05,55.9578,56.9659,1390025
2019-04-24,ALPHA,121.1862,122.3172,120.0819,120.2728,1252172
2019-04-24,BETA,86.4422,87.6323,86.3005,87.3382,1112748
2019-04-24,GAMMA,56.6081,56.6223,55.7066,55.7132,1442158
2019-04-25,ALPHA,120.6844,121.0091,119.2287,119.5476,998995
2019-04-25,BETA,87.9174,89.0456,87.7944,88.5802,1269446
2019-04-25,GAMMA,55.4249,57.4412,55.1385,56.4231,1429934
2019-04-26,ALPHA,118.9495,120.686,118.6192,120.5096,1220963
2019-04-26,BETA,88.5449,88.5765,86.9406,87.3217,1225859
2019-04-26,GAMMA,56.0575,57.9315,55.8792,57.6641,1071272
2019-04-29,ALPHA,120.5242,121.4411,120.4033,120.8377,1105502
2019-04-29,BETA,87.1622,88.9255,87.073,88.7781,600963
2019-04-29,GAMMA,57.6302,57.9369,55.5798,55.8363,1110411
2019-04-30,ALPHA,121.1255,121.407,118.5151,119.2765,975763
2019-04-30,BETA,88.3014,90.5566,88.1424,89.6836,1233211
2019-04-30,GAMMA,55.9608,56.3611,55.2355,55.6269,1214041
2019-05-01,ALPHA,119.2534,119.4049,119.2479,119.3589,685638
2019-05-01,BETA,89.8129,90.8545,89.6731,90.2576,1509926
2019-05-01,GAMMA,55.5748,56.7391,55.5684,56.7135,1079484
2019-05-02,ALPHA,119.6162,121.0891,118.4322,120.4898,1104309
2019-05-02,BETA,89.772,91.0284,89.5288,90.9466,1297135
2019-05-02,GAMMA,57.0485,57.1893,54.812,55.4774,1582279
2019-05-03,ALPHA,120.4937,121.5234,119.5723,120.4901,1345730
2019-05-03,BETA,90.9029,91.7814,90.662,90.9796,939718
2019-05-03,GAMMA,54.8611,55.2699,54.0161,54.5838,2107559
2019-05-06,ALPHA,119.4636,120.5258,117.8679,118.5889,1520707
2019-05-06,BETA,91.1185,92.6481,91.09,92.562,466998
2019-05-06,GAMMA,54.3604,54.4884,53.4971,53.629,1082067
2019-05-07,ALPHA,118.4999,119.1066,117.1877,117.5036,869411
2019-05-07,BETA,92.3291,92.9482,88.9784,89.2558,788026
2019-05-07,GAMMA,54.2291,55.6344,53.7949,55.2583,1299719
2019-05-08,ALPHA,117.1185,119.655,117.0552,119.2537,1207413
2019-05-08,BETA,89.8382,90.9357,89.4583,90.2984,744076
2019-05-08,GAMMA,55.2552,56.1952,55.1916,55.6833,802694
2019-05-09,ALPHA,119.3011,121.8143,119.007,121.1703,1028164
2019-05-09,BETA,89.5245,90.0175,88.8565,88.9406,1242228
2019-05-09,GAMMA,55.904,56.684,53.9164,54.1976,870054
2019-05-10,ALPHA,121.3238,122.2494,120.8596,122.1852,1041451
2019-05-10,BETA,89.2788,90.1409,88.1834,89.9202,1237509
2019-05-10,GAMMA,54.262,56.0575,53.6936,55.9383,1247960
2019-05-13,ALPHA,122.2581,123.0802,121.9981,122.051,1094760
2019-05-13,BETA,89.5113,90.4414,89.1843,89.9454,1344225
2019-05-13,GAMMA,55.2932,56.3437,55.1188,55.9371,1756999
2019-05-14,ALPHA,122.3273,122.6436,120.5132,120.6957,629517
2019-05-14,BETA,90.5158,91.5287,89.7391,90.5467,1041088
2019-05-14,GAMMA,55.5171,57.2275,55.5105,56.5903,1655997
2019-05-15,ALPHA,120.1652,122.5467,119.6055,122.129,799658
2019-05-15,BETA,91.12,92.0283,91.0612,91.8401,1683434
2019-05-15,GAMMA,56.5936,58.2031,56.3283,57.792,1335068
2019-05-16,ALPHA,122.1589,122.6956,121.3498,122.0711,1649633
2019-05-16,BETA,91.8945,92.3715,90.9629,91.3317,1112509
2019-05-16,GAMMA,57.7529,57.9962,56.9991,57.0192,1176724
2019-05-17,ALPHA,121.4874,121.9194,118.7875,119.4725,1083408
2019-05-17,BETA,91.2823,92.6618,90.7018,92.2685,1308409
2019-05-17,GAMMA,57.014,58.3241,57.0119,57.5462,1498852
2019-05-20,ALPHA,119.7453,119.8629,119.6404,119.6905,966980
2019-05-20,BETA,92.3035,94.6516,91.9983,94.6167,993118
2019-05-20,GAMMA,57.2757,58.9103,55.9066,58.6202,1231565
2019-05-21,ALPHA,119.4949,121.6214,119.2259,121.4399,1231897
2019-05-21,BETA,94.808,94.8606,94.0726,94.5521,1270265
2019-05-21,GAMMA,58.2672,58.4261,57.424,57.7299,951059
2019-05-22,ALPHA,121.3748,121.9162,120.8389,121.2638,1624212
2019-05-22,BETA,94.7938,95.2594,93.2441,94.1513,835618
2019-05-22,GAMMA,57.9542,58.6283,57.5974,58.286,892319
2019-05-23,ALPHA,121.5569,122.0851,121.0606,121.6366,1291007
2019-05-23,BETA,95.0456,95.1181,92.4755,93.3455,1302989
2019-05-23,GAMMA,58.6482,58.879,57.2539,57.3593,816241
2019-05-24,ALPHA,121.9834,122.0203,121.4466,121.9693,1207154
2019-05-24,BETA,93.0137,93.3453,92.0428,92.5996,696557
2019-05-24,GAMMA,57.8222,58.4191,55.9904,56.4161,1328807
2019-05-27,ALPHA,121.9669,122.1887,118.8347,119.4845,1245383
2019-05-27,BETA,92.7571,92.8354,91.1022,91.399,1027086
2019-05-27,GAMMA,56.2932,56.4951,55.9744,56.4507,1856844
2019-05-28,ALPHA,119.4843,121.296,118.7423,120.7522,909079
2019-05-28,BETA,91.2172,92.1472,90.1152,90.3159,1304465
2019-05-28,GAMMA,56.1975,57.0961,55.7651,56.5992,1151815
2019-05-29,ALPHA,121.0047,121.1152,118.6873,118.9859,1222029
2019-05-29,BETA,90.2816,92.5173,89.5593,91.3846,657718
2019-05-29,GAMMA,56.1875,56.3836,55.8319,55.9981,1277408
2019-05-30,ALPHA,119.4022,120.7419,119.2581,120.4,1040151
2019-05-30,BETA,91.6382,92.5687,90.7626,91.0078,951277
2019-05-30,GAMMA,56.0888,58.0127,55.7405,57.9014,1618337
2019-05-31,ALPHA,120.6683,121.2995,118.2976,118.3009,1052042
2019-05-31,BETA,90.9352,91.277,89.1039,89.5876,1070801
2019-05-31,GAMMA,57.9011,58.8327,57.6755,58.3079,1425087
2019-06-03,ALPHA,117.3854,119.8613,117.3114,119.7678,1028742
2019-06-03,BETA,89.3666,91.0839,89.1718,90.3954,1055196
2019-06-03,GAMMA,58.3824,60.0818,57.8572,59.2106,1701704
2019-06-04,ALPHA,120.1515,121.7888,120.1057,121.649,1083592
2019-06-04,BETA,90.3923,90.6629,88.1396,88.2728,1182145
2019-06-04,GAMMA,59.3787,59.9364,57.6192,58.1462,907618
2019-06-05,ALPHA,121.1238,121.8592,120.465,121.0124,1439449
2019-06-05,BETA,87.9594,88.5468,87.6834,88.1687,1355836
2019-06-05,GAMMA,58.0413,60.1801,57.8032,59.5325,1408249
2019-06-06,ALPHA,121.8434,122.905,119.5051,119.6041,928733
2019-06-06,BETA,88.8312,89.0192,88.3475,88.7448,1455129
2019-06-06,GAMMA,59.9676,60.0434,58.3202,58.4431,1330564
2019-06-07,ALPHA,119.7693,120.2504,118.4942,118.512,1526593
2019-06-07,BETA,88.5557,88.91,87.48,87.8778,1630741
2019-06-07,GAMMA,58.5538,60.2229,58.4036,59.6954,1293127
2019-06-10,ALPHA,119.2964,120.1188,115.9605,116.5951,775907
2019-06-10,BETA,87.3608,87.9127,84.5837,85.315,1457705
2019-06-10,GAMMA,59.3132,60.2495,58.8717,59.1292,752144
2019-06-11,ALPHA,116.1984,116.4131,114.8787,116.2782,1131389
2019-06-11,BETA,84.5957,86.486,84.0542,86.2804,1554172
2019-06-11,GAMMA,59.584,59.7418,58.4542,58.6886,1302264
2019-06-12,ALPHA,115.8497,118.7732,115.0904,118.6307,1391471
2019-06-12,BETA,85.8029,87.1225,85.3714,87.0112,1145021
2019-06-12,GAMMA,58.9524,59.4764,58.5939,59.2432,921654
2019-06-13,ALPHA,119.3905,119.4992,118.1902,118.3841,1365081
2019-06-13,BETA,87.26,87.783,86.8742,87.7084,1759770
2019-06-13,GAMMA,59.572,59.8652,58.033,58.1853,1940135
2019-06-14,ALPHA,117.8609,118.0175,117.6816,117.7722,1249894
2019-06-14,BETA,87.6735,88.2104,87.2022,87.222,1161333
2019-06-14,GAMMA,58.1176,58.2389,56.3538,56.7384,589474
2019-06-17,ALPHA,117.5739,118.5251,116.6749,118.3057,867660
2019-06-17,BETA,86.8506,87.4255,86.7926,87.3958,1139119
2019-06-17,GAMMA,56.9347,56.9521,55.9396,56.1471,1072608
2019-06-18,ALPHA,118.2109,121.0208,116.9484,120.614,1246506
2019-06-18,BETA,87.2879,87.9467,86.7666,87.0745,988036
2019-06-18,GAMMA,56.4306,56.6,55.028,55.4361,1522262
2019-06-19,ALPHA,120.9394,123.3861,120.8751,122.4804,1042404
2019-06-19,BETA,87.4225,87.5351,86.7028,87.0347,1205786
2019-06-19,GAMMA,55.4179,56.5466,55.3081,55.964,1280431
2019-06-20,ALPHA,121.7643,121.8191,120.4081,120.7216,1317200
2019-06-20,BETA,87.0438,89.4007,86.1219,88.4797,1645816
2019-06-20,GAMMA,55.607,55.7545,53.3066,53.5549,1440913
2019-06-21,ALPHA,120.4035,120.9263,120.0698,120.3638,890083
2019-06-21,BETA,89.058,89.3847,86.4015,87.1525,1544696
2019-06-21,GAMMA,53.4815,53.8286,52.6939,52.8443,1344551
2019-06-24,ALPHA,120.3547,120.8292,120.0201,120.1428,971903
2019-06-24,BETA,87.3669,87.6325,85.6533,86.2798,1184464
2019-06-24,GAMMA,53.0077,53.1745,51.8462,52.103,912728
2019-06-25,ALPHA,120.3438,120.4381,119.9352,120.1849,704395
2019-06-25,BETA,86.2535,86.2847,85.2028,85.8818,886710
2019-06-25,GAMMA,52.5668,52.7635,51.5759,51.5895,1242848
2019-06-26,ALPHA,120.2947,120.6341,118.8904,119.7323,1247753
2019-06-26,BETA,85.8341,87.9023,85.4825,87.2854,1441370
2019-06-26,GAMMA,51.1611,51.9984,50.3385,51.267,1050835
2019-06-27,ALPHA,119.6617,121.4197,119.4245,121.3691,1274135
2019-06-27,BETA,87.1359,88.9557,86.6892,88.2413,1065509
2019-06-27,GAMMA,51.6257,51.7602,50.3222,50.3412,1427248
2019-06-28,ALPHA,121.3981,122.4004,120.9802,122.3183,1148868
2019-06-28,BETA,87.4218,88.9589,87.1095,88.8688,1121602
2019-06-28,GAMMA,50.6123,50.7773,48.6916,49.0637,801841
2019-07-01,ALPHA,122.2359,124.1453,121.9716,124.0533,1436155
2019-07-01,BETA,88.8899,90.2964,87.6147,90.1874,1813673
2019-07-01,GAMMA,49.0727,49.0949,47.5618,47.6633,1362372
2019-07-02,ALPHA,124.426,124.939,122.3644,122.9366,1261781
2019-07-02,BETA,90.4502,90.6627,87.4688,87.8799,914255
2019-07-02,GAMMA,47.1738,50.4319,46.4296,50.1164,1075928
